resume_id,resume_category,rank,job_id,job_title,job_category,score
95085510,FITNESS,5,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.2182
20417897,HR,1,53,Finance Manager,FINANCE,0.2722
20417897,HR,2,28,Process Analyst,BPO,0.1443
20417897,HR,3,65,Payroll Specialist,HR,0.1361
20417897,HR,4,54,FP&A Analyst,FINANCE,0.1361
20417897,HR,5,3,Audit Associate,ACCOUNTANT,0.1361
21321598,PUBLIC-RELATIONS,1,77,Event Coordinator,PUBLIC-RELATIONS,0.25
21321598,PUBLIC-RELATIONS,2,75,PR Manager,PUBLIC-RELATIONS,0.25
21321598,PUBLIC-RELATIONS,3,47,Content Strategist,DIGITAL-MEDIA,0.2357
21321598,PUBLIC-RELATIONS,4,50,Software Engineer,ENGINEERING,0.2236
21321598,PUBLIC-RELATIONS,5,41,UI/UX Designer,DESIGNER,0.2236
25038571,DIGITAL-MEDIA,1,50,Software Engineer,ENGINEERING,0.239
25038571,DIGITAL-MEDIA,2,44,Digital Marketing Manager,DIGITAL-MEDIA,0.239
25038571,DIGITAL-MEDIA,3,17,Service Technician,AUTOMOBILE,0.1543
25038571,DIGITAL-MEDIA,4,19,Aviation Engineer,AVIATION,0.1429
25038571,DIGITAL-MEDIA,5,76,Communications Specialist,PUBLIC-RELATIONS,0.1429
27246366,CONSTRUCTION,1,53,Finance Manager,FINANCE,0.2108
27246366,CONSTRUCTION,2,8,Farm Manager,AGRICULTURE,0.1195
27246366,CONSTRUCTION,3,77,Event Coordinator,PUBLIC-RELATIONS,0.1118
27246366,CONSTRUCTION,4,61,Medical Coder,HEALTHCARE,0.1118
27246366,CONSTRUCTION,5,34,Food & Beverage Manager,CHEF,0.1118
12043694,AVIATION,1,70,Network Security Engineer,INFORMATION-TECHNOLOGY,0.2631
12043694,AVIATION,2,61,Medical Coder,HEALTHCARE,0.0981
12043694,AVIATION,3,64,HR Business Partner,HR,0.0981
12043694,AVIATION,4,39,HR Consultant,CONSULTANT,0.0981
12043694,AVIATION,5,58,Healthcare Administrator,HEALTHCARE,0.0981
24592627,AUTOMOBILE,1,50,Software Engineer,ENGINEERING,0.2828
24592627,AUTOMOBILE,2,20,Flight Operations Officer,AVIATION,0.169
24592627,AUTOMOBILE,3,10,Fashion Merchandiser,APPAREL,0.169
24592627,AUTOMOBILE,4,6,Public Policy Analyst,ADVOCATE,0.169
24592627,AUTOMOBILE,5,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.169
85766635,PUBLIC-RELATIONS,1,77,Event Coordinator,PUBLIC-RELATIONS,0.2357
85766635,PUBLIC-RELATIONS,2,75,PR Manager,PUBLIC-RELATIONS,0.2357
85766635,PUBLIC-RELATIONS,3,64,HR Business Partner,HR,0.2357
85766635,PUBLIC-RELATIONS,4,22,Banking Analyst,BANKING,0.2357
85766635,PUBLIC-RELATIONS,5,39,HR Consultant,CONSULTANT,0.2357
24611721,FINANCE,1,8,Farm Manager,AGRICULTURE,0.2182
24611721,FINANCE,2,53,Finance Manager,FINANCE,0.1925
24611721,FINANCE,3,50,Software Engineer,ENGINEERING,0.1826
24611721,FINANCE,4,80,Inside Sales Representative,SALES,0.0
24611721,FINANCE,5,79,Key Account Manager,SALES,0.0
13675377,FITNESS,1,61,Medical Coder,HEALTHCARE,0.25
13675377,FITNESS,2,58,Healthcare Administrator,HEALTHCARE,0.25
13675377,FITNESS,3,60,Registered Nurse,HEALTHCARE,0.2357
13675377,FITNESS,4,64,HR Business Partner,HR,0.125
13675377,FITNESS,5,5,Corporate Lawyer,ADVOCATE,0.125
15100547,AUTOMOBILE,1,50,Software Engineer,ENGINEERING,0.3873
15100547,AUTOMOBILE,2,20,Flight Operations Officer,AVIATION,0.3086
15100547,AUTOMOBILE,3,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.3086
15100547,AUTOMOBILE,4,38,Management Consultant,CONSULTANT,0.2887
15100547,AUTOMOBILE,5,12,Supply Chain Coordinator,APPAREL,0.2887
25924968,CHEF,1,50,Software Engineer,ENGINEERING,0.2828
25924968,CHEF,2,17,Service Technician,AUTOMOBILE,0.1826
25924968,CHEF,3,19,Aviation Engineer,AVIATION,0.169
25924968,CHEF,4,11,Apparel Designer,APPAREL,0.169
25924968,CHEF,5,38,Management Consultant,CONSULTANT,0.1581
26585242,HEALTHCARE,1,50,Software Engineer,ENGINEERING,0.3162
26585242,HEALTHCARE,2,38,Management Consultant,CONSULTANT,0.2357
26585242,HEALTHCARE,3,53,Finance Manager,FINANCE,0.2222
26585242,HEALTHCARE,4,25,Credit Risk Analyst,BANKING,0.2222
26585242,HEALTHCARE,5,74,BI Developer,INFORMATION-TECHNOLOGY,0.2108
19149865,BANKING,1,83,Academic Counsellor,TEACHER,0.2357
19149865,BANKING,2,81,School Teacher,TEACHER,0.2357
19149865,BANKING,3,79,Key Account Manager,SALES,0.2222
19149865,BANKING,4,78,Sales Executive,SALES,0.2222
19149865,BANKING,5,23,Relationship Manager,BANKING,0.2222
24550866,HEALTHCARE,1,59,Clinical Research Analyst,HEALTHCARE,0.3354
24550866,HEALTHCARE,2,64,HR Business Partner,HR,0.2236
24550866,HEALTHCARE,3,58,Healthcare Administrator,HEALTHCARE,0.2236
24550866,HEALTHCARE,4,28,Process Analyst,BPO,0.2236
24550866,HEALTHCARE,5,22,Banking Analyst,BANKING,0.2236
43685045,ACCOUNTANT,1,53,Finance Manager,FINANCE,0.2357
43685045,ACCOUNTANT,2,1,Accountant,ACCOUNTANT,0.2236
43685045,ACCOUNTANT,3,58,Healthcare Administrator,HEALTHCARE,0.125
43685045,ACCOUNTANT,4,61,Medical Coder,HEALTHCARE,0.125
43685045,ACCOUNTANT,5,22,Banking Analyst,BANKING,0.125
39855211,ENGINEERING,1,50,Software Engineer,ENGINEERING,0.3354
39855211,ENGINEERING,2,20,Flight Operations Officer,AVIATION,0.2673
39855211,ENGINEERING,3,58,Healthcare Administrator,HEALTHCARE,0.25
39855211,ENGINEERING,4,38,Management Consultant,CONSULTANT,0.25
39855211,ENGINEERING,5,27,Customer Service Lead,BPO,0.25
40018190,INFORMATION-TECHNOLOGY,1,53,Finance Manager,FINANCE,0.2981
40018190,INFORMATION-TECHNOLOGY,2,54,FP&A Analyst,FINANCE,0.1491
40018190,INFORMATION-TECHNOLOGY,3,65,Payroll Specialist,HR,0.1491
40018190,INFORMATION-TECHNOLOGY,4,3,Audit Associate,ACCOUNTANT,0.1491
40018190,INFORMATION-TECHNOLOGY,5,50,Software Engineer,ENGINEERING,0.1414
23951429,DESIGNER,1,50,Software Engineer,ENGINEERING,0.3586
23951429,DESIGNER,2,64,HR Business Partner,HR,0.2673
23951429,DESIGNER,3,58,Healthcare Administrator,HEALTHCARE,0.2673
23951429,DESIGNER,4,38,Management Consultant,CONSULTANT,0.2673
23951429,DESIGNER,5,22,Banking Analyst,BANKING,0.2673
93828034,PUBLIC-RELATIONS,1,47,Content Strategist,DIGITAL-MEDIA,0.3849
93828034,PUBLIC-RELATIONS,2,44,Digital Marketing Manager,DIGITAL-MEDIA,0.3651
93828034,PUBLIC-RELATIONS,3,76,Communications Specialist,PUBLIC-RELATIONS,0.2182
93828034,PUBLIC-RELATIONS,4,77,Event Coordinator,PUBLIC-RELATIONS,0.2041
93828034,PUBLIC-RELATIONS,5,75,PR Manager,PUBLIC-RELATIONS,0.2041
25451319,HEALTHCARE,1,58,Healthcare Administrator,HEALTHCARE,0.2835
25451319,HEALTHCARE,2,53,Finance Manager,FINANCE,0.2673
25451319,HEALTHCARE,3,50,Software Engineer,ENGINEERING,0.2535
25451319,HEALTHCARE,4,27,Customer Service Lead,BPO,0.189
25451319,HEALTHCARE,5,39,HR Consultant,CONSULTANT,0.189
15471999,DESIGNER,1,50,Software Engineer,ENGINEERING,0.3586
15471999,DESIGNER,2,38,Management Consultant,CONSULTANT,0.2673
15471999,DESIGNER,3,27,Customer Service Lead,BPO,0.2673
15471999,DESIGNER,4,40,IT Consultant,CONSULTANT,0.252
15471999,DESIGNER,5,79,Key Account Manager,SALES,0.252
25846894,ACCOUNTANT,1,50,Software Engineer,ENGINEERING,0.2108
25846894,ACCOUNTANT,2,1,Accountant,ACCOUNTANT,0.2108
25846894,ACCOUNTANT,3,17,Service Technician,AUTOMOBILE,0.1361
25846894,ACCOUNTANT,4,19,Aviation Engineer,AVIATION,0.126
25846894,ACCOUNTANT,5,38,Management Consultant,CONSULTANT,0.1179
23416654,ACCOUNTANT,1,53,Finance Manager,FINANCE,0.2887
23416654,ACCOUNTANT,2,64,HR Business Partner,HR,0.2041
23416654,ACCOUNTANT,3,58,Healthcare Administrator,HEALTHCARE,0.2041
23416654,ACCOUNTANT,4,39,HR Consultant,CONSULTANT,0.2041
23416654,ACCOUNTANT,5,12,Supply Chain Coordinator,APPAREL,0.2041
18448085,AUTOMOBILE,1,68,Data Scientist,INFORMATION-TECHNOLOGY,0.4616
18448085,AUTOMOBILE,2,50,Software Engineer,ENGINEERING,0.2638
18448085,AUTOMOBILE,3,74,BI Developer,INFORMATION-TECHNOLOGY,0.1978
18448085,AUTOMOBILE,4,28,Process Analyst,BPO,0.1474
18448085,AUTOMOBILE,5,38,Management Consultant,CONSULTANT,0.1474
11877150,FINANCE,1,77,Event Coordinator,PUBLIC-RELATIONS,0.2357
11877150,FINANCE,2,56,Gym Manager,FITNESS,0.2357
11877150,FINANCE,3,53,Finance Manager,FINANCE,0.2222
11877150,FINANCE,4,50,Software Engineer,ENGINEERING,0.2108
11877150,FINANCE,5,20,Flight Operations Officer,AVIATION,0.126
12254068,CHEF,1,11,Apparel Designer,APPAREL,0.169
12254068,CHEF,2,33,Pastry Chef,CHEF,0.1581
12254068,CHEF,3,13,Art Teacher,ARTS,0.1581
12254068,CHEF,4,43,Brand Designer,DESIGNER,0.1581
12254068,CHEF,5,42,Product Designer,DESIGNER,0.1491
16702198,HEALTHCARE,1,58,Healthcare Administrator,HEALTHCARE,0.125
16702198,HEALTHCARE,2,61,Medical Coder,HEALTHCARE,0.125
16702198,HEALTHCARE,3,64,HR Business Partner,HR,0.125
16702198,HEALTHCARE,4,18,Auto Sales Manager,AUTOMOBILE,0.125
16702198,HEALTHCARE,5,22,Banking Analyst,BANKING,0.125
28139742,SALES,1,20,Flight Operations Officer,AVIATION,0.2279
28139742,SALES,2,81,School Teacher,TEACHER,0.2132
28139742,SALES,3,83,Academic Counsellor,TEACHER,0.2132
28139742,SALES,4,75,PR Manager,PUBLIC-RELATIONS,0.2132
28139742,SALES,5,28,Process Analyst,BPO,0.2132
24103168,ACCOUNTANT,1,53,Finance Manager,FINANCE,0.3333
24103168,ACCOUNTANT,2,54,FP&A Analyst,FINANCE,0.2222
24103168,ACCOUNTANT,3,50,Software Engineer,ENGINEERING,0.2108
24103168,ACCOUNTANT,4,1,Accountant,ACCOUNTANT,0.2108
24103168,ACCOUNTANT,5,17,Service Technician,AUTOMOBILE,0.1361
39675895,FINANCE,1,22,Banking Analyst,BANKING,0.2887
39675895,FINANCE,2,38,Management Consultant,CONSULTANT,0.2887
39675895,FINANCE,3,59,Clinical Research Analyst,HEALTHCARE,0.2887
39675895,FINANCE,4,28,Process Analyst,BPO,0.2887
39675895,FINANCE,5,82,Corporate Trainer,TEACHER,0.2722
27888251,AGRICULTURE,1,83,Academic Counsellor,TEACHER,0.1581
27888251,AGRICULTURE,2,81,School Teacher,TEACHER,0.1581
27888251,AGRICULTURE,3,64,HR Business Partner,HR,0.1581
27888251,AGRICULTURE,4,39,HR Consultant,CONSULTANT,0.1581
27888251,AGRICULTURE,5,58,Healthcare Administrator,HEALTHCARE,0.1581
52246737,INFORMATION-TECHNOLOGY,1,70,Network Security Engineer,INFORMATION-TECHNOLOGY,0.4243
52246737,INFORMATION-TECHNOLOGY,2,22,Banking Analyst,BANKING,0.1581
52246737,INFORMATION-TECHNOLOGY,3,5,Corporate Lawyer,ADVOCATE,0.1581
52246737,INFORMATION-TECHNOLOGY,4,4,Legal Advocate,ADVOCATE,0.1491
52246737,INFORMATION-TECHNOLOGY,5,25,Credit Risk Analyst,BANKING,0.1491
20986595,DESIGNER,1,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.2182
20986595,DESIGNER,2,43,Brand Designer,DESIGNER,0.2041
20986595,DESIGNER,3,13,Art Teacher,ARTS,0.2041
20986595,DESIGNER,4,14,Creative Director,ARTS,0.1925
20986595,DESIGNER,5,45,Social Media Manager,DIGITAL-MEDIA,0.1925
14966165,PUBLIC-RELATIONS,1,53,Finance Manager,FINANCE,0.2357
14966165,PUBLIC-RELATIONS,2,8,Farm Manager,AGRICULTURE,0.1336
14966165,PUBLIC-RELATIONS,3,77,Event Coordinator,PUBLIC-RELATIONS,0.125
14966165,PUBLIC-RELATIONS,4,61,Medical Coder,HEALTHCARE,0.125
14966165,PUBLIC-RELATIONS,5,34,Food & Beverage Manager,CHEF,0.125
28326441,DESIGNER,1,14,Creative Director,ARTS,0.3443
28326441,DESIGNER,2,43,Brand Designer,DESIGNER,0.2739
28326441,DESIGNER,3,77,Event Coordinator,PUBLIC-RELATIONS,0.1826
28326441,DESIGNER,4,13,Art Teacher,ARTS,0.1826
28326441,DESIGNER,5,15,Graphic Designer,ARTS,0.1721
34554248,HR,1,77,Event Coordinator,PUBLIC-RELATIONS,0.25
34554248,HR,2,53,Finance Manager,FINANCE,0.2357
34554248,HR,3,76,Communications Specialist,PUBLIC-RELATIONS,0.1336
34554248,HR,4,8,Farm Manager,AGRICULTURE,0.1336
34554248,HR,5,34,Food & Beverage Manager,CHEF,0.125
25142074,APPAREL,1,77,Event Coordinator,PUBLIC-RELATIONS,0.3162
25142074,APPAREL,2,75,PR Manager,PUBLIC-RELATIONS,0.3162
25142074,APPAREL,3,47,Content Strategist,DIGITAL-MEDIA,0.2981
25142074,APPAREL,4,50,Software Engineer,ENGINEERING,0.2828
25142074,APPAREL,5,10,Fashion Merchandiser,APPAREL,0.169
18997135,ADVOCATE,1,82,Corporate Trainer,TEACHER,0.1667
18997135,ADVOCATE,2,50,Software Engineer,ENGINEERING,0.1581
18997135,ADVOCATE,3,83,Academic Counsellor,TEACHER,0.0
18997135,ADVOCATE,4,80,Inside Sales Representative,SALES,0.0
18997135,ADVOCATE,5,79,Key Account Manager,SALES,0.0
28609364,DIGITAL-MEDIA,1,50,Software Engineer,ENGINEERING,0.286
28609364,DIGITAL-MEDIA,2,75,PR Manager,PUBLIC-RELATIONS,0.2132
28609364,DIGITAL-MEDIA,3,77,Event Coordinator,PUBLIC-RELATIONS,0.2132
28609364,DIGITAL-MEDIA,4,27,Customer Service Lead,BPO,0.2132
28609364,DIGITAL-MEDIA,5,38,Management Consultant,CONSULTANT,0.2132
13586069,CONSULTANT,1,22,Banking Analyst,BANKING,0.189
13586069,CONSULTANT,2,18,Auto Sales Manager,AUTOMOBILE,0.189
13586069,CONSULTANT,3,58,Healthcare Administrator,HEALTHCARE,0.189
13586069,CONSULTANT,4,52,Financial Analyst,FINANCE,0.1782
13586069,CONSULTANT,5,3,Audit Associate,ACCOUNTANT,0.1782
13836471,INFORMATION-TECHNOLOGY,1,70,Network Security Engineer,INFORMATION-TECHNOLOGY,0.1826
13836471,INFORMATION-TECHNOLOGY,2,50,Software Engineer,ENGINEERING,0.1826
13836471,INFORMATION-TECHNOLOGY,3,52,Financial Analyst,FINANCE,0.0962
13836471,INFORMATION-TECHNOLOGY,4,25,Credit Risk Analyst,BANKING,0.0962
13836471,INFORMATION-TECHNOLOGY,5,68,Data Scientist,INFORMATION-TECHNOLOGY,0.0913
14790629,AVIATION,1,18,Auto Sales Manager,AUTOMOBILE,0.3198
14790629,AVIATION,2,30,Sales & BD Executive,BUSINESS-DEVELOPMENT,0.3015
14790629,AVIATION,3,79,Key Account Manager,SALES,0.3015
14790629,AVIATION,4,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.2279
14790629,AVIATION,5,57,Sports Coach,FITNESS,0.2132
23438227,ENGINEERING,1,53,Finance Manager,FINANCE,0.126
23438227,ENGINEERING,2,42,Product Designer,DESIGNER,0.126
23438227,ENGINEERING,3,50,Software Engineer,ENGINEERING,0.1195
23438227,ENGINEERING,4,80,Inside Sales Representative,SALES,0.0
23438227,ENGINEERING,5,79,Key Account Manager,SALES,0.0
26279402,AVIATION,1,50,Software Engineer,ENGINEERING,0.1826
26279402,AVIATION,2,82,Corporate Trainer,TEACHER,0.0
26279402,AVIATION,3,83,Academic Counsellor,TEACHER,0.0
26279402,AVIATION,4,80,Inside Sales Representative,SALES,0.0
26279402,AVIATION,5,79,Key Account Manager,SALES,0.0
34689720,TEACHER,1,58,Healthcare Administrator,HEALTHCARE,0.2041
34689720,TEACHER,2,61,Medical Coder,HEALTHCARE,0.2041
34689720,TEACHER,3,64,HR Business Partner,HR,0.2041
34689720,TEACHER,4,39,HR Consultant,CONSULTANT,0.2041
34689720,TEACHER,5,5,Corporate Lawyer,ADVOCATE,0.2041
30337969,CHEF,1,56,Gym Manager,FITNESS,0.3354
30337969,CHEF,2,8,Farm Manager,AGRICULTURE,0.239
30337969,CHEF,3,77,Event Coordinator,PUBLIC-RELATIONS,0.2236
30337969,CHEF,4,18,Auto Sales Manager,AUTOMOBILE,0.2236
30337969,CHEF,5,60,Registered Nurse,HEALTHCARE,0.2108
29091445,HR,1,3,Audit Associate,ACCOUNTANT,0.2981
29091445,HR,2,1,Accountant,ACCOUNTANT,0.2828
29091445,HR,3,65,Payroll Specialist,HR,0.1491
29091445,HR,4,53,Finance Manager,FINANCE,0.1491
29091445,HR,5,54,FP&A Analyst,FINANCE,0.1491
65062795,CONSULTANT,1,50,Software Engineer,ENGINEERING,0.3381
65062795,CONSULTANT,2,51,Systems Engineer,ENGINEERING,0.189
65062795,CONSULTANT,3,21,Aerospace Systems Analyst,AVIATION,0.189
65062795,CONSULTANT,4,49,Electrical Engineer,ENGINEERING,0.1782
65062795,CONSULTANT,5,66,Software Developer,INFORMATION-TECHNOLOGY,0.169
13343786,DIGITAL-MEDIA,1,53,Finance Manager,FINANCE,0.2774
13343786,DIGITAL-MEDIA,2,20,Flight Operations Officer,AVIATION,0.2097
13343786,DIGITAL-MEDIA,3,58,Healthcare Administrator,HEALTHCARE,0.1961
13343786,DIGITAL-MEDIA,4,64,HR Business Partner,HR,0.1961
13343786,DIGITAL-MEDIA,5,22,Banking Analyst,BANKING,0.1961
13195436,AVIATION,1,58,Healthcare Administrator,HEALTHCARE,0.2236
13195436,AVIATION,2,57,Sports Coach,FITNESS,0.2236
13195436,AVIATION,3,64,HR Business Partner,HR,0.2236
13195436,AVIATION,4,55,Fitness Trainer,FITNESS,0.2236
13195436,AVIATION,5,39,HR Consultant,CONSULTANT,0.2236
18460045,DESIGNER,1,14,Creative Director,ARTS,0.5
18460045,DESIGNER,2,43,Brand Designer,DESIGNER,0.3536
18460045,DESIGNER,3,13,Art Teacher,ARTS,0.3536
18460045,DESIGNER,4,11,Apparel Designer,APPAREL,0.189
18460045,DESIGNER,5,15,Graphic Designer,ARTS,0.1667
26768723,INFORMATION-TECHNOLOGY,1,70,Network Security Engineer,INFORMATION-TECHNOLOGY,0.1291
26768723,INFORMATION-TECHNOLOGY,2,69,DevOps Engineer,INFORMATION-TECHNOLOGY,0.1291
26768723,INFORMATION-TECHNOLOGY,3,50,Software Engineer,ENGINEERING,0.1291
26768723,INFORMATION-TECHNOLOGY,4,41,UI/UX Designer,DESIGNER,0.1291
26768723,INFORMATION-TECHNOLOGY,5,82,Corporate Trainer,TEACHER,0.0
29167286,AVIATION,1,20,Flight Operations Officer,AVIATION,0.1429
29167286,AVIATION,2,64,HR Business Partner,HR,0.1336
29167286,AVIATION,3,58,Healthcare Administrator,HEALTHCARE,0.1336
29167286,AVIATION,4,36,Construction Manager,CONSTRUCTION,0.1336
29167286,AVIATION,5,22,Banking Analyst,BANKING,0.1336
15765660,SALES,1,44,Digital Marketing Manager,DIGITAL-MEDIA,0.3727
15765660,SALES,2,29,Business Development Manager,BUSINESS-DEVELOPMENT,0.3143
15765660,SALES,3,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.2673
15765660,SALES,4,56,Gym Manager,FITNESS,0.25
15765660,SALES,5,77,Event Coordinator,PUBLIC-RELATIONS,0.25
91431878,AVIATION,1,50,Software Engineer,ENGINEERING,0.1826
91431878,AVIATION,2,82,Corporate Trainer,TEACHER,0.0
91431878,AVIATION,3,83,Academic Counsellor,TEACHER,0.0
91431878,AVIATION,4,80,Inside Sales Representative,SALES,0.0
91431878,AVIATION,5,79,Key Account Manager,SALES,0.0
18569929,ACCOUNTANT,1,53,Finance Manager,FINANCE,0.1361
18569929,ACCOUNTANT,2,50,Software Engineer,ENGINEERING,0.1291
18569929,ACCOUNTANT,3,1,Accountant,ACCOUNTANT,0.1291
18569929,ACCOUNTANT,4,80,Inside Sales Representative,SALES,0.0
18569929,ACCOUNTANT,5,79,Key Account Manager,SALES,0.0
10568350,FITNESS,1,50,Software Engineer,ENGINEERING,0.3873
10568350,FITNESS,2,38,Management Consultant,CONSULTANT,0.2887
10568350,FITNESS,3,27,Customer Service Lead,BPO,0.2887
10568350,FITNESS,4,40,IT Consultant,CONSULTANT,0.2722
10568350,FITNESS,5,24,Investment Analyst,BANKING,0.2722
26835781,AGRICULTURE,1,58,Healthcare Administrator,HEALTHCARE,0.1768
26835781,AGRICULTURE,2,61,Medical Coder,HEALTHCARE,0.1768
26835781,AGRICULTURE,3,64,HR Business Partner,HR,0.1768
26835781,AGRICULTURE,4,39,HR Consultant,CONSULTANT,0.1768
26835781,AGRICULTURE,5,5,Corporate Lawyer,ADVOCATE,0.1768
10820510,CONSTRUCTION,1,40,IT Consultant,CONSULTANT,0.1179
10820510,CONSTRUCTION,2,69,DevOps Engineer,INFORMATION-TECHNOLOGY,0.1118
10820510,CONSTRUCTION,3,71,Full Stack Developer,INFORMATION-TECHNOLOGY,0.1118
10820510,CONSTRUCTION,4,67,Data Engineer,INFORMATION-TECHNOLOGY,0.1118
10820510,CONSTRUCTION,5,72,Machine Learning Engineer,INFORMATION-TECHNOLOGY,0.1118
10268614,FITNESS,1,57,Sports Coach,FITNESS,0.2673
10268614,FITNESS,2,55,Fitness Trainer,FITNESS,0.2673
10268614,FITNESS,3,60,Registered Nurse,HEALTHCARE,0.252
10268614,FITNESS,4,50,Software Engineer,ENGINEERING,0.239
10268614,FITNESS,5,10,Fashion Merchandiser,APPAREL,0.1429
76454959,FINANCE,1,53,Finance Manager,FINANCE,0.2357
76454959,FINANCE,2,8,Farm Manager,AGRICULTURE,0.1336
76454959,FINANCE,3,77,Event Coordinator,PUBLIC-RELATIONS,0.125
76454959,FINANCE,4,56,Gym Manager,FITNESS,0.125
76454959,FINANCE,5,36,Construction Manager,CONSTRUCTION,0.125
28383893,AVIATION,1,8,Farm Manager,AGRICULTURE,0.2182
28383893,AVIATION,2,81,School Teacher,TEACHER,0.1021
28383893,AVIATION,3,83,Academic Counsellor,TEACHER,0.1021
28383893,AVIATION,4,56,Gym Manager,FITNESS,0.1021
28383893,AVIATION,5,34,Food & Beverage Manager,CHEF,0.1021
12334650,ARTS,1,13,Art Teacher,ARTS,0.2673
12334650,ARTS,2,14,Creative Director,ARTS,0.252
12334650,ARTS,3,11,Apparel Designer,APPAREL,0.1429
12334650,ARTS,4,43,Brand Designer,DESIGNER,0.1336
12334650,ARTS,5,83,Academic Counsellor,TEACHER,0.1336
10235211,BUSINESS-DEVELOPMENT,1,18,Auto Sales Manager,AUTOMOBILE,0.4009
10235211,BUSINESS-DEVELOPMENT,2,30,Sales & BD Executive,BUSINESS-DEVELOPMENT,0.378
10235211,BUSINESS-DEVELOPMENT,3,79,Key Account Manager,SALES,0.378
10235211,BUSINESS-DEVELOPMENT,4,50,Software Engineer,ENGINEERING,0.3586
10235211,BUSINESS-DEVELOPMENT,5,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.2857
27126818,TEACHER,1,13,Art Teacher,ARTS,0.2132
27126818,TEACHER,2,82,Corporate Trainer,TEACHER,0.201
27126818,TEACHER,3,50,Software Engineer,ENGINEERING,0.1907
27126818,TEACHER,4,10,Fashion Merchandiser,APPAREL,0.114
27126818,TEACHER,5,20,Flight Operations Officer,AVIATION,0.114
19234823,ADVOCATE,1,52,Financial Analyst,FINANCE,0.3015
19234823,ADVOCATE,2,50,Software Engineer,ENGINEERING,0.286
19234823,ADVOCATE,3,77,Event Coordinator,PUBLIC-RELATIONS,0.2132
19234823,ADVOCATE,4,38,Management Consultant,CONSULTANT,0.2132
19234823,ADVOCATE,5,56,Gym Manager,FITNESS,0.2132
71422121,BANKING,1,50,Software Engineer,ENGINEERING,0.3381
71422121,BANKING,2,64,HR Business Partner,HR,0.189
71422121,BANKING,3,58,Healthcare Administrator,HEALTHCARE,0.189
71422121,BANKING,4,39,HR Consultant,CONSULTANT,0.189
71422121,BANKING,5,22,Banking Analyst,BANKING,0.189
60489316,BANKING,1,50,Software Engineer,ENGINEERING,0.1754
60489316,BANKING,2,52,Financial Analyst,FINANCE,0.0925
60489316,BANKING,3,82,Corporate Trainer,TEACHER,0.0925
60489316,BANKING,4,25,Credit Risk Analyst,BANKING,0.0925
60489316,BANKING,5,3,Audit Associate,ACCOUNTANT,0.0925
24668861,AVIATION,1,21,Aerospace Systems Analyst,AVIATION,0.1021
24668861,AVIATION,2,28,Process Analyst,BPO,0.1021
24668861,AVIATION,3,51,Systems Engineer,ENGINEERING,0.1021
24668861,AVIATION,4,49,Electrical Engineer,ENGINEERING,0.0962
24668861,AVIATION,5,82,Corporate Trainer,TEACHER,0.0962
98300955,HEALTHCARE,1,50,Software Engineer,ENGINEERING,0.3101
98300955,HEALTHCARE,2,41,UI/UX Designer,DESIGNER,0.2481
98300955,HEALTHCARE,3,66,Software Developer,INFORMATION-TECHNOLOGY,0.2481
98300955,HEALTHCARE,4,13,Art Teacher,ARTS,0.1387
98300955,HEALTHCARE,5,40,IT Consultant,CONSULTANT,0.1307
11959428,AVIATION,1,50,Software Engineer,ENGINEERING,0.3162
11959428,AVIATION,2,82,Corporate Trainer,TEACHER,0.0
11959428,AVIATION,3,83,Academic Counsellor,TEACHER,0.0
11959428,AVIATION,4,80,Inside Sales Representative,SALES,0.0
11959428,AVIATION,5,79,Key Account Manager,SALES,0.0
22807104,TEACHER,1,50,Software Engineer,ENGINEERING,0.3
22807104,TEACHER,2,81,School Teacher,TEACHER,0.2236
22807104,TEACHER,3,83,Academic Counsellor,TEACHER,0.2236
22807104,TEACHER,4,38,Management Consultant,CONSULTANT,0.2236
22807104,TEACHER,5,27,Customer Service Lead,BPO,0.2236
57002858,INFORMATION-TECHNOLOGY,1,50,Software Engineer,ENGINEERING,0.4216
57002858,INFORMATION-TECHNOLOGY,2,38,Management Consultant,CONSULTANT,0.2357
57002858,INFORMATION-TECHNOLOGY,3,27,Customer Service Lead,BPO,0.2357
57002858,INFORMATION-TECHNOLOGY,4,40,IT Consultant,CONSULTANT,0.2222
57002858,INFORMATION-TECHNOLOGY,5,52,Financial Analyst,FINANCE,0.2222
55104715,SALES,1,50,Software Engineer,ENGINEERING,0.4781
55104715,SALES,2,56,Gym Manager,FITNESS,0.2673
55104715,SALES,3,38,Management Consultant,CONSULTANT,0.2673
55104715,SALES,4,27,Customer Service Lead,BPO,0.2673
55104715,SALES,5,18,Auto Sales Manager,AUTOMOBILE,0.2673
96029688,ENGINEERING,1,21,Aerospace Systems Analyst,AVIATION,0.2673
96029688,ENGINEERING,2,38,Management Consultant,CONSULTANT,0.2673
96029688,ENGINEERING,3,51,Systems Engineer,ENGINEERING,0.2673
96029688,ENGINEERING,4,42,Product Designer,DESIGNER,0.252
96029688,ENGINEERING,5,49,Electrical Engineer,ENGINEERING,0.252
16849128,AGRICULTURE,1,57,Sports Coach,FITNESS,0.3162
