ID,Category,n_skills,skill_str
89740812,AGRICULTURE,13,"C++, Photoshop, InDesign, After Effects, 3D Modelling, SEO, Social Media, Leadership, Mentoring, Azure Certified, CompTIA, of phoenix marketing microsoft certified, meetings access microsoft certified"
24530382,FINANCE,14,"C++, C, R, Oracle DB, Forecasting, PMO, Budget Management, Financial Analysis, Accounting, Leadership, Teamwork, Cross-functional, CompTIA, name city state education certified"
28247753,AGRICULTURE,11,"C++, C, SAFe, Resource Planning, Compliance, Leadership, Communication, Teamwork, Time Management, Negotiation, CompTIA"
11614114,AVIATION,10,"C++, Six Sigma, Leadership, Communication, Problem Solving, Adaptability, CompTIA, purchases of assets education certificate, university city state us certificate, state us certifications hazmat certified"
15083600,CONSULTANT,7,"Python, C++, SQL, Forecasting, Accounting, Financial Reporting, Presentation"
17571262,AUTOMOBILE,5,"C++, Accounting, QuickBooks, Multitasking, CompTIA"
31926950,HEALTHCARE,6,"C++, Go, Compliance, Leadership, Communication, CompTIA"
28298773,ACCOUNTANT,7,"C++, Data Analysis, Accounting, Auditing, SAP, QuickBooks, Compliance"
20748929,BUSINESS-DEVELOPMENT,11,"C++, SQL, Data Analysis, Budget Forecasting, Brand Design, CRM, Sales Strategy, Analytics, Communication, Negotiation, CompTIA"
75286906,ACCOUNTANT,7,"C++, Accounting, QuickBooks, Financial Reporting, Compliance, Medical Coding, Teamwork"
25047127,AUTOMOBILE,9,"C++, Compliance, Photoshop, Illustrator, CRM, Communication, Critical Thinking, Attention to Detail, CompTIA"
21287405,AVIATION,10,"C++, SAFe, Budget Management, First Aid, Teamwork, Critical Thinking, Adaptability, Attention to Detail, Mentoring, customer satisfaction ratings certificate"
24913648,INFORMATION-TECHNOLOGY,12,"C++, C, Network Security, Firewall, VPN, TCP/IP, Risk Management, Compliance, Leadership, Communication, CompTIA, comptia a comptia security sti certified"
29797594,TEACHER,5,"C++, C, R, Leadership, Critical Thinking"
31694970,ENGINEERING,17,"C++, C, ASP.NET, SQL, Statistics, Data Analysis, PMP, SAFe, Six Sigma, Budget Management, SAP, ERP, Compliance, 3D Modelling, Communication, and metallurgical engineering certification, pmi certified"
14146106,ADVOCATE,5,"C++, Forecasting, Accounting, Communication, Time Management"
16803215,ENGINEERING,9,"Java, C++, Go, QA, Compliance, Communication, Critical Thinking, Time Management, Attention to Detail"
23004695,FITNESS,6,"C++, Leadership, Problem Solving, Creativity, Cross-functional, to customers to esthetician certified"
12839152,CONSTRUCTION,7,"C++, Accounting, Communication, dollar projects skills osha certified, systems and services state certified, project scheduling state certified, responsibilities education certificate"
18319061,ARTS,10,"C++, SAFe, Accounting, Leadership, Communication, Problem Solving, Critical Thinking, Time Management, for all students highlights certified, english certified"
20969845,FINANCE,11,"C++, R, HTML, Risk Management, Accounting, Financial Reporting, Budget Forecasting, Photoshop, Communication, Time Management, CompTIA"
12082377,SALES,4,"C++, Sales Strategy, Communication, Attention to Detail"
37931076,FINANCE,4,"C++, Go, Spring, Accounting"
29640922,APPAREL,10,"C++, QA, Photoshop, Illustrator, Leadership, Time Management, Cross-functional, distribution of the non certified, mills working closely with our certified, metrics education may certificate"
34317538,DESIGNER,14,"C++, C, HTML, SQL, Data Analysis, Data Visualisation, QA, Agile, Compliance, Patient Care, Photoshop, UI/UX Design, Wireframing, CompTIA"
10694288,HR,4,"C++, Leadership, Teamwork, Time Management"
79759716,BUSINESS-DEVELOPMENT,10,"C++, Stakeholder Management, Social Media, Content Marketing, CRM, Sales Strategy, Analytics, Negotiation, hubspot content marketing certificate, hubspot inbound marketing certificate"
29306433,FITNESS,7,"C++, R, Budget Management, Accounting, Financial Reporting, Compliance, Leadership"
17510973,AUTOMOBILE,7,"C++, Compliance, Leadership, Problem Solving, Time Management, Client Management, working toward an career certificate"
33919379,CONSULTANT,5,"C++, Sales Strategy, Product Marketing, Multitasking, state boards of pharmacy and a certified"
21809601,ARTS,3,"C++, Communication, Attention to Detail"
10984392,CONSULTANT,8,"C++, Swift, PMP, Resource Planning, Accounting, Brand Design, Problem Solving, Negotiation"
10554045,PUBLIC-RELATIONS,9,"C++, Forecasting, Accounting, Financial Reporting, Compliance, First Aid, Problem Solving, CompTIA, training adult cpr aed certification"
49646155,AVIATION,6,"C++, SAFe, Compliance, Client Management, operations of far part certified, or disapproved issuance of certificate"
26503829,DESIGNER,9,"C++, QA, Illustrator, Sketch, Communication, Teamwork, Problem Solving, Cross-functional, CompTIA"
21763056,ACCOUNTANT,7,"C++, COBOL, Budget Management, Accounting, Taxation, SAP, Financial Reporting"
20905088,APPAREL,9,"C++, R, Forecasting, Six Sigma, Budget Management, Teamwork, Time Management, Negotiation, working on my six sigma certification"
78107631,ARTS,3,"C++, C, Mentoring"
13637605,SALES,5,"C++, Leadership, Communication, Teamwork, Time Management"
19774173,FITNESS,8,"C++, C, R, Accounting, Communication, Teamwork, Time Management, unemployment filing and weekly certification"
30311202,CHEF,4,"C++, SAFe, Budget Management, Communication"
18171955,SALES,8,"C++, Financial Analysis, Compliance, Leadership, Communication, Time Management, Mentoring, CompTIA"
35737840,ENGINEERING,6,"C++, QA, SAFe, Compliance, Problem Solving, Attention to Detail"
20211577,HEALTHCARE,4,"C++, Compliance, Communication, Attention to Detail"
19831366,CHEF,2,"C++, SAFe"
25330083,FINANCE,13,"C++, Forecasting, Budget Management, Financial Analysis, Accounting, SAP, Financial Reporting, Compliance, Teamwork, Problem Solving, Time Management, Attention to Detail, Presentation"
25023614,DESIGNER,11,"C++, Go, 3D Modelling, Communication, Teamwork, Problem Solving, Critical Thinking, Time Management, Presentation, CompTIA, testing institute nocti certified"
45475027,CONSTRUCTION,15,"C++, QA, PMP, SAFe, Risk Management, Budget Management, Compliance, Communication, Teamwork, Negotiation, Mentoring, CompTIA, capabilities csoc supreme certified, operational excellence oe certified, steel institute crsi hold twic certificate"
27080812,DIGITAL-MEDIA,15,"C++, Machine Learning, Agile, Budget Management, Compliance, Wireframing, Video Editing, Digital Marketing, SEO, Content Marketing, CRM, Sales Strategy, Market Research, Leadership, Communication"
19179079,HR,11,"C++, Statistics, Accounting, Compliance, CRM, Leadership, Communication, Negotiation, Presentation, Mentoring, CompTIA"
38663892,AVIATION,9,"C++, Statistics, Forecasting, HTTPS/TLS, Accounting, SAP, Budget Forecasting, Problem Solving, Time Management"
11444536,CHEF,8,"C++, Forecasting, SAFe, Budget Management, Accounting, Problem Solving, Time Management, Client Management"
26071861,ADVOCATE,8,"Python, JavaScript, C++, PHP, HTML, Linux, TCP/IP, CompTIA"
19717385,HR,5,"C++, Sales Strategy, Communication, Time Management, with learning disabilities certified"
20566550,ENGINEERING,18,"Python, C++, C, R, MATLAB, SQL, Oracle DB, Statistics, Jira, Load Testing, Scrum, 3D Modelling, Communication, Problem Solving, Time Management, Attention to Detail, credentials scrum fundamentals certified, data science fundamentals certified"
13386301,APPAREL,5,"C++, Leadership, Teamwork, Problem Solving, Mentoring"
27726066,CONSULTANT,15,"C++, Oracle DB, Budget Management, Resource Planning, SAP, ERP, Compliance, Communication, Time Management, Multitasking, achievements appreciation certificate, of mumbai arts economics hr certification, institute phr certification, december saylor academy hr certification, human resource management certification"
61634281,FINANCE,15,"C++, Forecasting, QuickBooks, Financial Reporting, Photoshop, InDesign, Photography, Brand Design, Digital Marketing, SEO, SEM, Social Media, Email Marketing, Analytics, CPA"
38355831,AVIATION,3,"C++, C, Problem Solving"
39718499,INFORMATION-TECHNOLOGY,5,"C++, Leadership, Communication, Teamwork, Mentoring"
14267489,SALES,14,"C++, C, Go, HTML, SAFe, Anatomy, Physiology, Photoshop, Illustrator, CRM, Leadership, Communication, Multitasking, CompTIA"
93459677,CONSULTANT,10,"C++, Go, Integration Testing, Financial Analysis, Accounting, SAP, foreclosures education degree certificate, jain college senior secondary certificate, fund advisors module nse s certification, university higher secondary certificate"
14278888,PUBLIC-RELATIONS,7,"C++, Data Analysis, QA, SAFe, Accounting, Compliance, Cross-functional"
14107571,FITNESS,13,"C++, VBA, Auditing, Compliance, Leadership, CompTIA, outside of usmc education certification, lsat institute city state certification, u s department of justice city certification, tools and techniques certification, college dea city state certification, reid associates inc city state certification, systems inc esri city state certification"
27820360,CHEF,8,"C++, C, R, SAFe, Leadership, Teamwork, Creativity, Attention to Detail"
34544955,CONSTRUCTION,9,"C++, Spring, Network Security, Accounting, Compliance, Communication, Teamwork, CPA, CompTIA"
45462344,PUBLIC-RELATIONS,9,"C++, Photoshop, Video Editing, Photography, Brand Design, Social Media, Leadership, Negotiation, CompTIA"
15936656,DESIGNER,1,C++
17252448,CONSTRUCTION,5,"C++, Data Analysis, Budget Forecasting, Compliance, Leadership"
26202430,HR,13,"C++, VBA, Data Analysis, QA, PMO, Auditing, SAP, ERP, Compliance, Leadership, Communication, Problem Solving, CompTIA"
49486820,ADVOCATE,9,"C++, Medical Coding, Brand Design, Social Media, CRM, Communication, Negotiation, Mentoring, CompTIA"
82738323,AVIATION,4,"C++, QA, Leadership, yellow belt lean sigma certified"
14849103,CONSTRUCTION,9,"C++, C, Data Analysis, SAFe, Six Sigma, Risk Management, Compliance, Leadership, Creativity"
30862904,HR,8,"C++, Resource Planning, Compliance, Brand Design, Leadership, Communication, Negotiation, school of continuing education certification"
90365216,FITNESS,10,"C++, Anatomy, Physiology, Nursing, Sales Strategy, Communication, Teamwork, Problem Solving, human anatomy and physiology certified, sports nutrition seminar certified"
15273850,SALES,4,"C++, Compliance, Attention to Detail, Presentation"
21550454,TEACHER,5,"C++, Accounting, Communication, Problem Solving, Attention to Detail"
18752129,INFORMATION-TECHNOLOGY,8,"C++, C, SAFe, First Aid, Creativity, attaching hereby the conduct certificate, and experience certificate, on doing first aid and cpr certification"
14206561,ENGINEERING,6,"C++, Oracle DB, SAFe, Presentation, CompTIA, coordination maintain training certification"
39064638,ARTS,8,"C++, First Aid, Leadership, Teamwork, Critical Thinking, Presentation, CompTIA, certifications i am cpr aed certified"
20817322,CHEF,4,"C++, R, Communication, and cost control servsafe certified"
30083884,CONSULTANT,4,"C++, Accounting, Sales Strategy, Leadership"
31929166,DIGITAL-MEDIA,12,"C++, Photoshop, Illustrator, InDesign, Premiere Pro, Social Media, Leadership, Communication, Teamwork, Problem Solving, Adaptability, Creativity"
10276858,CHEF,4,"C++, SAFe, Presentation, Mentoring"
91197243,PUBLIC-RELATIONS,7,"C++, Brand Design, Social Media, Leadership, Presentation, Mentoring, pursing obtaining irem certification"
31850269,CONSTRUCTION,14,"C++, Resource Planning, Accounting, Budget Forecasting, First Aid, Leadership, Communication, Problem Solving, Time Management, Multitasking, Presentation, CompTIA, in emergency response cpr certified, hazardous waste management certified"
36727173,AVIATION,13,"C++, Six Sigma, Accounting, Physiology, First Aid, Leadership, Communication, Problem Solving, Critical Thinking, CompTIA, in emergency response cpr certified, the use of material education certificate, spelling and mathematics certificate"
14106638,FINANCE,12,"C++, R, Risk Management, Accounting, Financial Reporting, Compliance, Leadership, Presentation, CPA, dec cgma american institute of certified, american institute of certified, accountants ohio society of certified"
17043822,ENGINEERING,18,"C++, C, PHP, MySQL, Linux, Unix, TCP/IP, Risk Management, Compliance, Radiology, Leadership, Communication, Negotiation, CompTIA, courses camc charleston wv certified, university of st louis toshiba certified, and slice ct s toshiba certified, vantage t channel mri toshiba certified"
15139979,ENGINEERING,8,"C++, QA, Compliance, Leadership, Problem Solving, Critical Thinking, Time Management, Mentoring"
12897903,CONSULTANT,5,"C++, Compliance, Presentation, Mentoring, sessions for a program type certification"
44115326,ADVOCATE,20,"Java, C++, Perl, Shell/Bash, React, SQL, Oracle DB, SQL Server, AWS, Linux, Unix, Firewall, VPN, TCP/IP, DNS, HTTPS/TLS, Leadership, Communication, Teamwork, CompTIA"
37792474,SALES,6,"C++, C, SAFe, Leadership, Communication, environmental design platinum certification"
65219288,AVIATION,4,"C++, SAFe, Compliance, or disapproved issuance of certificate"
18365443,HEALTHCARE,10,"C++, SQL, Kanban, Accounting, Auditing, Compliance, Leadership, Teamwork, CompTIA, and financial management certified"
30741799,ADVOCATE,4,"C++, Teamwork, Time Management, cardiac life support bcls certified"
28679359,DIGITAL-MEDIA,19,"C++, Forecasting, Jira, Budget Management, Digital Marketing, SEO, SEM, Social Media, Content Marketing, Lead Generation, Market Research, Analytics, Leadership, Time Management, Presentation, Cross-functional, google analytics individual certification, google adwords certification, google analytics fundamentals certification"
43622023,ARTS,6,"C++, Spark, Communication, Time Management, Attention to Detail, Mentoring"
12122372,APPAREL,8,"C++, Social Media, Market Research, Leadership, Communication, Problem Solving, Critical Thinking, Presentation"
26125407,HEALTHCARE,10,"C++, Statistics, Accounting, Patient Care, Nursing, First Aid, Communication, and ultrasounds including pre certification, heart association nov present certified, of southern indiana apr certified"
68460556,INFORMATION-TECHNOLOGY,4,"C++, Spring, Communication, Problem Solving"
13593241,ADVOCATE,8,"C++, C, SAFe, Leadership, Problem Solving, Critical Thinking, Mentoring, CompTIA"
22232367,AVIATION,16,"Python, C++, Assembly, SQL, Oracle DB, Linux, Unix, Data Analysis, QA, Resource Planning, Financial Analysis, ERP, Compliance, Presentation, CompTIA, earned technical certificate"
18488289,DIGITAL-MEDIA,18,"C++, C, HTML, CSS, QA, UI/UX Design, Digital Marketing, SEO, SEM, Social Media, Content Marketing, Analytics, Leadership, Communication, Time Management, Cross-functional, CompTIA, certifications google adwords certified"
12022566,ENGINEERING,7,"C++, C, R, Forecasting, QA, Six Sigma, CompTIA"
11698189,HR,5,"C++, Accounting, Leadership, Critical Thinking, CompTIA"
20880935,FINANCE,4,"C++, Risk Analysis, Compliance, Presentation"
11813872,AGRICULTURE,20,"Python, Java, C++, SQL, Oracle DB, AWS, Pandas, Matplotlib, Forecasting, Redshift, Data Pipeline, Jira, Agile, Accounting, Valuation, Leadership, AWS Certified, CFA, udemy courses certifications certified, graduate babson college oracle certified"
11902276,PUBLIC-RELATIONS,12,"C++, C, Financial Analysis, Financial Reporting, KYC/AML, Sales Strategy, Leadership, Communication, Critical Thinking, Time Management, Negotiation, financial engineering certificate"
80275976,BUSINESS-DEVELOPMENT,11,"C++, C, Six Sigma, Compliance, Medical Coding, Sales Strategy, Leadership, Communication, Presentation, Six Sigma Certified, systems six sigma green belt certified"
29612672,FINANCE,8,"C++, C, QA, Accounting, Compliance, Critical Thinking, Time Management, CompTIA"
13072354,ADVOCATE,8,"C++, Statistics, Teamwork, Problem Solving, Time Management, Multitasking, Presentation, advocate professional summary certified"
20149476,ARTS,8,"C++, C, Photoshop, Social Media, Leadership, Problem Solving, Creativity, state usa advanced placement certificate"
32954522,DESIGNER,3,"C++, college travel and tourism certificate, floral school floral design certificate"
30542184,ENGINEERING,7,"C++, C, Auditing, Compliance, First Aid, Communication, CompTIA"
20879311,INFORMATION-TECHNOLOGY,16,"C++, SQL, Jira, Network Security, VPN, TCP/IP, DNS, Risk Management, Resource Planning, ERP, Compliance, Leadership, Teamwork, Negotiation, Mentoring, CompTIA"
28630325,ENGINEERING,17,"C++, C, PHP, Perl, HTML, CSS, jQuery, Bootstrap, MySQL, SQL Server, Agile, Scrum, Kanban, UI/UX Design, Leadership, Mentoring, Scrum Master"
10909720,TEACHER,4,"C++, SAFe, First Aid, knowledge calm and patient certified"
28198029,SALES,5,"C++, Pharmacology, Communication, Problem Solving, Time Management"
19336728,HR,4,"C++, Leadership, Communication, college city state april emt certification"
35651876,ENGINEERING,13,"C++, R, SAFe, First Aid, Leadership, Communication, Mentoring, CompTIA, epa section type universal certification, mold awareness inspection certificate, skills ecm maintenance certificate, solar energy school cocoa fl certificate, ashworth college norcross ga certificate"
27847081,HR,14,"C++, Go, Data Analysis, Budget Management, SAP, Compliance, Analytics, Communication, Problem Solving, Time Management, Attention to Detail, Presentation, Mentoring, prospecting skills certification"
29792535,FITNESS,8,"C++, SAFe, First Aid, Photoshop, Illustrator, Presentation, certifications acsm certified, health fitness specialist afaa certified"
27981289,DIGITAL-MEDIA,24,"JavaScript, C++, PHP, VBA, HTML, CSS, Angular, jQuery, Jira, Trello, Slack, Agile, Scrum, PMP, UI/UX Design, Digital Marketing, SEO, Analytics, PMP Certified, manager summary i am a pmp certified, management professional certificate, my agile project management certificate, and my iiba business analyst certification, management professional certification"
13348915,SALES,6,"C++, ERP, Communication, Teamwork, Time Management, Negotiation"
64755882,ENGINEERING,8,"C++, C, Linux, Neural Networks, SAFe, Communication, CompTIA, multimeter accomplishments certificate"
13575312,HEALTHCARE,22,"Java, JavaScript, C++, C, HTML, SQL, PostgreSQL, Oracle DB, SQL Server, Jira, QA, Agile, Scrum, PMP, PMO, Risk Management, Budget Management, CRM, Leadership, PMP Certified, and systems integration certified, management professional pmp certified"
11289482,BUSINESS-DEVELOPMENT,8,"C++, Compliance, Sales Strategy, Leadership, Communication, Negotiation, Mentoring, Cross-functional"
22556198,CONSULTANT,9,"C++, Compliance, Nursing, Leadership, Communication, Attention to Detail, Presentation, CompTIA, and developers awarded a certificate"
30709029,BPO,8,"C++, Photography, Social Media, Leadership, Problem Solving, Time Management, Negotiation, Client Management"
28290448,PUBLIC-RELATIONS,17,"C++, Neural Networks, Photoshop, InDesign, Video Editing, Brand Design, SEO, Social Media, Leadership, Communication, Teamwork, Problem Solving, Adaptability, Negotiation, Presentation, CompTIA, completion fall will complete certificate"
22965804,CONSTRUCTION,2,"C++, Go"
11677077,APPAREL,5,"C++, Communication, Time Management, Mentoring, CompTIA"
24154692,AVIATION,16,"C++, C, QA, Network Security, Six Sigma, Auditing, Compliance, Communication, Teamwork, Problem Solving, Presentation, Six Sigma Certified, CompTIA, and obtained nadcap certification, initiated cybersecurity cmmc certification, dean s list certifications certified"
24230851,INFORMATION-TECHNOLOGY,4,"C++, Leadership, Communication, Time Management"
78357954,AUTOMOBILE,6,"C++, SAFe, Compliance, Time Management, Mentoring, CompTIA"
14667957,HEALTHCARE,10,"C++, QA, Compliance, Patient Care, Nursing, EMR/EHR, Leadership, staff for the nurses and our certified, master of science teaching certificate, science post master s teaching certificate"
17694454,ARTS,12,"C++, C, SAFe, Leadership, Communication, Teamwork, Problem Solving, Critical Thinking, Time Management, Negotiation, Presentation, CompTIA"
14886205,HR,10,"C++, Spring, Statistics, Accounting, QuickBooks, Leadership, Teamwork, Client Management, sociology and college writing certified, specialist july january certified"
17378327,SALES,3,"C++, Communication, Presentation"
16861758,HR,6,"C++, QA, Compliance, Nursing, nursing nash community college certified, nash community college certified"
12777487,ARTS,14,"C++, Leadership, Mentoring, in a district of employees certified, including device management certified, justice alternative teaching certification, elar esl teacher certification, educator certification, city state usa certifications certified, writing project in texas certified, trainer tea certified, language arts and reading tea certified, language supplementary k tea certified, county department of education certified"
20314980,CONSULTANT,15,"C++, C, Go, Perl, ASP.NET, SQL, Oracle DB, SQL Server, Load Testing, VPN, ITIL, Compliance, Leadership, CompTIA, in production by architected a certificate"
29564653,HR,7,"C++, SAP, Photoshop, Illustrator, InDesign, Communication, and memos created awards certificate"
38399177,CONSULTANT,6,"C++, QA, Leadership, Communication, Mentoring, CompTIA"
37375999,PUBLIC-RELATIONS,6,"C++, Social Media, Email Marketing, Market Research, Analytics, Communication"
26819872,AVIATION,7,"C++, SAFe, Six Sigma, Budget Management, Leadership, CompTIA, st meu operations received a certificate"
18311419,BUSINESS-DEVELOPMENT,11,"C++, Forecasting, Budget Management, Compliance, CRM, Sales Strategy, Leadership, Problem Solving, Mentoring, CompTIA, academic plans for degree or certificate"
19850482,INFORMATION-TECHNOLOGY,6,"C++, VPN, Budget Management, Leadership, Teamwork, CompTIA"
24411323,FINANCE,7,"C++, Patient Care, Leadership, Communication, Problem Solving, Negotiation, ancillary personnel education certificate"
12011623,ENGINEERING,15,"Python, C++, C, R, HTML, ASP.NET, SQL, Oracle DB, Machine Learning, Pandas, Statistics, Data Analysis, Data Visualisation, Data Warehouse, Resource Planning"
10089434,INFORMATION-TECHNOLOGY,18,"Java, C++, C, Shell/Bash, PowerShell, HTML, CSS, SQL, Azure, Linux, QA, Network Security, Firewall, VPN, TCP/IP, DNS, Presentation, CompTIA"
15041689,HR,3,"C++, Compliance, Mentoring"
58165257,FINANCE,8,"C++, C, Forecasting, Accounting, SAP, Financial Reporting, Budget Forecasting, Leadership"
23185829,CHEF,8,"C++, Go, Sales Strategy, Leadership, Communication, Time Management, CompTIA, i work for highlights servsafe certified"
11209758,CHEF,13,"C++, R, Data Analysis, Financial Analysis, Accounting, Taxation, QuickBooks, SEO, Social Media, CRM, Sales Strategy, CompTIA, mastering quickbooks level certified"
12251115,CONSULTANT,5,"C++, QuickBooks, Compliance, Nursing, Social Media"
25694422,CONSULTANT,9,"C++, C, Compliance, EMR/EHR, CRM, Communication, CompTIA, and human services c i t a certified, licensed casac internationally certified"
12826414,CONSTRUCTION,12,"C++, SAFe, Risk Management, Budget Management, Compliance, Sales Strategy, Leadership, Communication, Negotiation, CompTIA, education cambridge college certificate, resolution graduate level certificate"
90682785,SALES,5,"C++, SAFe, Communication, Negotiation, Presentation"
11360471,ARTS,6,"C++, SAFe, Compliance, Communication, CompTIA, and integrity highlights certified"
27756469,ENGINEERING,14,"C++, MATLAB, Resource Planning, Accounting, ERP, QuickBooks, Financial Reporting, Leadership, Teamwork, Problem Solving, Attention to Detail, Mentoring, CPA, american institute of certified"
11130200,FITNESS,3,"C++, C, Time Management"
20574232,CONSULTANT,9,"C++, R, SQL, SQL Server, VPN, TCP/IP, Accounting, Communication, CompTIA"
10734870,CONSTRUCTION,10,"C++, SAFe, Leadership, Communication, Teamwork, CompTIA, service driver safety test certificate, certified to work with autistic individuals, security certification, forklift and pallet jack certificate"
16694152,BUSINESS-DEVELOPMENT,9,"C++, Statistics, QA, Sales Strategy, Leadership, Teamwork, Presentation, CompTIA, january image management certification"
77439230,ADVOCATE,14,"C++, Data Analysis, QA, PMP, Six Sigma, Auditing, Compliance, CRM, Leadership, Communication, Critical Thinking, Negotiation, Presentation, CompTIA"
22990761,AVIATION,8,"C++, C, Patient Care, Nursing, EMR/EHR, Surgery, First Aid, basic life support bls certification"
91697974,INFORMATION-TECHNOLOGY,14,"C++, Leadership, Communication, Problem Solving, Time Management, Presentation, CCNA, CompTIA, computer forensics technician certification, computer forensics analyst certification, of lake county city state certificate, graduated summa cum laude certificate, lombard il encase and ftk certification, training for encase and ftk certification"
10247517,INFORMATION-TECHNOLOGY,14,"C++, R, SQL, QA, Firewall, Budget Management, SAP, ERP, Compliance, 3D Modelling, Leadership, Communication, Problem Solving, CompTIA"
12904972,AVIATION,12,"C++, Six Sigma, Compliance, Communication, Time Management, Presentation, Cross-functional, Six Sigma Certified, CompTIA, city state us master certificate, reports certifications master certificate, villanova pa present certified"
20423658,SALES,3,"C++, Leadership, Teamwork"
10588874,CHEF,11,"C++, Budget Management, Compliance, Sales Strategy, Leadership, Problem Solving, Time Management, Adaptability, Presentation, city state gpa gpa gpa certification, johnson and wales city state certification"
45656814,FITNESS,6,"C++, SAFe, Anatomy, Communication, Teamwork, Critical Thinking"
35971546,CONSTRUCTION,11,"C++, Swift, QA, Compliance, 3D Modelling, Communication, Problem Solving, Negotiation, Cross-functional, CompTIA, summary result driven certified"
69487178,FINANCE,10,"C++, Budget Management, Accounting, Financial Reporting, Compliance, Communication, Presentation, CPA, city state gpa summa cum laude certified, budgets budget ca hardware certified"
21478007,PUBLIC-RELATIONS,8,"C++, Photoshop, InDesign, Photography, Social Media, Leadership, Communication, Problem Solving"
20110597,HEALTHCARE,17,"C++, HTML, QA, QuickBooks, Compliance, Photoshop, Illustrator, CRM, Communication, Problem Solving, Time Management, Negotiation, Presentation, and customer service training certificate, bank na charlotte nc web ivr certificate, nc career readiness silver certificate, office information systems certificate"
26496059,DESIGNER,15,"C++, HTML, CSS, SAFe, Compliance, Photoshop, Illustrator, InDesign, Premiere Pro, Typography, Communication, Teamwork, Adaptability, Negotiation, camera raw certifications certificate"
28815362,CONSTRUCTION,13,"C++, MATLAB, Linux, Compliance, Photoshop, 3D Modelling, Photography, CRM, Leadership, Problem Solving, Time Management, city gpa gpa mathematics gpa certification, training engineer in training certification"
21511817,CHEF,7,"C++, Forecasting, QA, SAFe, Leadership, Mentoring, parks ca department of defense certified"
27397245,FITNESS,3,"C++, Communication, Problem Solving"
14698557,APPAREL,6,"C++, Oracle DB, Communication, Adaptability, Attention to Detail, Mentoring"
86209934,ENGINEERING,9,"C++, R, QA, First Aid, 3D Modelling, Communication, Presentation, and intervention isd certified, first aid american red cross certified"
71772815,SALES,6,"C++, Communication, Teamwork, Problem Solving, Time Management, Adaptability"
20553895,BUSINESS-DEVELOPMENT,9,"C++, Social Media, CRM, Sales Strategy, Leadership, Communication, Teamwork, Time Management, to digital success chrysler certified"
19364677,CONSTRUCTION,9,"C++, PMP, Budget Management, Compliance, Sales Strategy, Leadership, Negotiation, management professional pmp certification, pmp pmi project management certificate"
23522150,AUTOMOBILE,5,"C++, Market Research, Communication, Time Management, Attention to Detail"
22567495,DESIGNER,4,"C++, Accounting, CompTIA, objectives peer reviewer certified"
12413512,ARTS,9,"C++, First Aid, Social Media, Leadership, Communication, Problem Solving, Time Management, Presentation, behavioral disorders knowledge certified"
28808263,HR,10,"C++, Accounting, Leadership, Communication, Teamwork, Problem Solving, Time Management, Attention to Detail, Presentation, CompTIA"
26908066,HEALTHCARE,10,"C++, R, Forecasting, Budget Forecasting, Compliance, Social Media, CRM, Leadership, Negotiation, CompTIA"
24001783,AGRICULTURE,2,"C++, Creativity"
28423028,HEALTHCARE,15,"C++, SAFe, Risk Management, Compliance, Medical Coding, Anatomy, Physiology, Nursing, EMR/EHR, Surgery, Healthcare Management, Leadership, Communication, manager education and training certificate, information technology coding certificate"
21366189,CONSULTANT,19,"C++, C, Go, SQL, Oracle DB, AWS, Linux, Unix, HTTPS/TLS, PMP, Six Sigma, ITIL, Communication, Presentation, Six Sigma Certified, CompTIA, six sigma green belt certified, itil v foundation certified, solution architect associate certification"
37391947,BUSINESS-DEVELOPMENT,4,"C++, QA, Compliance, Sales Strategy"
23864648,INFORMATION-TECHNOLOGY,15,"C++, C, Shell/Bash, Oracle DB, Linux, Unix, Budget Management, ERP, QuickBooks, Compliance, CRM, Leadership, Negotiation, Mentoring, CompTIA"
12442909,ACCOUNTANT,9,"C++, Statistics, QA, Accounting, Compliance, Leadership, Communication, Teamwork, Time Management"
28831378,ENGINEERING,1,C++
26509539,CONSTRUCTION,12,"C++, Go, Forecasting, SAFe, First Aid, Photoshop, Azure Certified, CompTIA, it outlook windows microsoft certified, responsible for aed s cpr certified, contracts copying cpr certified, mathematics max microsoft certified"
28063132,TEACHER,7,"C++, Nursing, Photoshop, CRM, Communication, Attention to Detail, CompTIA"
33344933,ARTS,5,"Java, C++, C, Mentoring, grades english language arts certification"
29930479,TEACHER,6,"C++, Presentation, york state permanent teacher certification, n new york city permanent certificate, in teaching n certified, through nyu university certified"
91116867,CONSULTANT,9,"C++, Accounting, Social Media, Communication, Problem Solving, Adaptability, Attention to Detail, Client Management, CPA"
18301617,INFORMATION-TECHNOLOGY,17,"C++, SQL, SQL Server, Linux, QA, Firewall, Budget Management, Resource Planning, QuickBooks, Compliance, Leadership, Communication, Teamwork, Azure Certified, CompTIA, os managing access microsoft certified, information system microsoft certified"
81042872,AGRICULTURE,9,"C++, C, R, Statistics, Communication, Teamwork, Adaptability, Presentation, CompTIA"
15180322,CHEF,6,"C++, SAFe, Anatomy, Physiology, Nursing, Communication"
28051330,BANKING,4,"C++, Forecasting, Mentoring, CompTIA"
12491898,CONSTRUCTION,20,"C++, C, Go, QA, Compliance, Patient Care, Nursing, Healthcare Management, Leadership, Communication, Teamwork, Problem Solving, Time Management, Multitasking, Cross-functional, CompTIA, patient advocate compassionate certified, diploma lamar high school certification, state certifications licensed certified, home health aide certified"
